image_path,label_path,class_names,risk_level,issue_type,recommended_action,approved_action,notes
ml/datasets/fruit_dataset_26/images/train/000000020376.jpg,ml/datasets/fruit_dataset_26/labels/train/000000020376.txt,apple,medium,vision_people_without_fruit_signal,manual_review,exclude_from_training,
ml/datasets/fruit_dataset_26/images/train/000000364361.jpg,ml/datasets/fruit_dataset_26/labels/train/000000364361.txt,pear,medium,vision_people_without_fruit_signal,manual_review,exclude_from_training,
ml/datasets/fruit_dataset_26/images/val/000000366925.jpg,ml/datasets/fruit_dataset_26/labels/val/000000366925.txt,pear,medium,vision_people_without_fruit_signal,manual_review,exclude_from_training,
ml/datasets/fruit_dataset_26/images/train/000000123147.jpg,ml/datasets/fruit_dataset_26/labels/train/000000123147.txt,grape,medium,vision_people_without_fruit_signal,manual_review,exclude_from_training,
ml/datasets/fruit_dataset_26/images/train/000000525170.jpg,ml/datasets/fruit_dataset_26/labels/train/000000525170.txt,grape,medium,vision_people_without_fruit_signal,manual_review,exclude_from_training,
ml/datasets/fruit_dataset_26/images/train/000000279491.jpg,ml/datasets/fruit_dataset_26/labels/train/000000279491.txt,persimmon,medium,vision_people_without_fruit_signal,manual_review,exclude_from_training,
ml/datasets/fruit_dataset_26/images/train/000000371786.jpg,ml/datasets/fruit_dataset_26/labels/train/000000371786.txt,orange,medium,vision_people_without_fruit_signal,manual_review,exclude_from_training,
ml/datasets/fruit_dataset_26/images/train/000000037286.jpg,ml/datasets/fruit_dataset_26/labels/train/000000037286.txt,pear,medium,vision_people_without_fruit_signal,manual_review,exclude_from_training,
ml/datasets/fruit_dataset_26/images/train/000000578805.jpg,ml/datasets/fruit_dataset_26/labels/train/000000578805.txt,grape,medium,vision_people_without_fruit_signal,manual_review,exclude_from_training,
ml/datasets/fruit_dataset_26/images/train/000000396862.jpg,ml/datasets/fruit_dataset_26/labels/train/000000396862.txt,pear,medium,vision_people_without_fruit_signal,manual_review,exclude_from_training,
ml/datasets/fruit_dataset_26/images/train/000000551314.jpg,ml/datasets/fruit_dataset_26/labels/train/000000551314.txt,persimmon,medium,vision_people_without_fruit_signal,manual_review,exclude_from_training,
ml/datasets/fruit_dataset_26/images/val/000000243959.jpg,ml/datasets/fruit_dataset_26/labels/val/000000243959.txt,strawberry,medium,vision_people_without_fruit_signal,manual_review,exclude_from_training,
